id,name,address,phone,type,latitude,longitude
H1207,白馬樅の木ホテル,長野県北安曇郡白馬村大字北城４６８３番地２,0261-72-5001,hotel,36.7075698,137.8367991
H1208,ラグナガーデンホテル,沖縄県宜野湾市真志喜４丁目１番１号,098-897-2121,hotel,26.280555,127.7382757
H1210,県庁前グリーンホテル,熊本県熊本市中央区神水１丁目２４番３号,096-387-6666,hotel,32.7875683,130.7437346
H1212,ホテルデイアモント新潟,新潟市中央区本町通6番町1099,025-223-1122,hotel,37.9214263,139.0464978
H1213,東京第一ホテル松山,愛媛県松山市南堀端町６番地１６,089-947-4412,hotel,33.8390369,132.7607777
H1214,白馬スプリングスホテル,長野県北安曇郡白馬村大字北城５０９０番地,0261-72-8100,hotel,36.7011913,137.843323
H1216,ザ・ブセナテラス,沖縄県名護市喜瀬１８０８番地,0980-51-1333,hotel,26.5406008,127.9358271
H1217,宮古島東急ホテル ＆ リゾーツ,沖縄県宮古島市下地字与那覇９１４番地,0980-76-2109,hotel,24.7399345,125.2617999
H1219,ホテルグランヴィア京都,京都府京都市下京区烏丸通塩小路下る東塩小路町901番地,075-344-8888,hotel,34.9865468,135.7590586
H1220,赤穂パークホテル,兵庫県赤穂市さつき町３６番地の１２,0791-43-8000,hotel,34.739084,134.4016247
H1221,福岡山の上ホテル,福岡県福岡市中央区輝国１丁目１番３３号,092-771-2131,hotel,33.5727149,130.3829893
H1222,ホテル パ－レンス小野屋,福岡県朝倉郡杷木町大字久喜宮1841番地の1,0946-62-1120,hotel,33.360943,130.7995653
H1224,クインテッサホテル伊勢志摩,三重県志摩市阿児町鵜方１２１０番地１,0599-44-0511,hotel,34.3322296,136.8188516
H1225,ホテルサンル－ト新潟,新潟県新潟市中央区東大通１丁目１１番２５号,025-246-6161,hotel,37.9147593,139.0640293
H1226,ホテル北郷フェニックス,宮崎県南那珂郡北郷町大字郷之原甲２８２１番地１,0987-55-3333,hotel,31.682647,131.3749314
H1227,パ－クハイアット東京,東京都新宿区西新宿３丁目７番１号,03-5322-1234,hotel,35.6856521,139.6910887
H1229,ホテルボストンプラザ草津,滋賀県草津市西大路町１番２７号,077-561-3311,hotel,35.0224595,135.9607791
H1231,サンバレ－アネックス,栃木県那須郡那須町大字湯本字新林203番地187,0287-76-3800,hotel,37.0843227,140.0123893
H1232,志賀高原プリンスホテル西館,長野県下高井郡山ノ内町大字平穏７１４９,0269-34-3111,hotel,36.669092,138.5186315
H1234,屋久島いわさきホテル,鹿児島県熊毛郡屋久島町尾之間１３０６,0997-47-3888,hotel,30.2394943,130.5466122
H1235,ホテルエクセルキクスイ,秋田県にかほ市平沢字町田108-1,0184-37-3333,hotel,39.2906529,139.9724247
H1236,志賀高原プリンスホテル南館,長野県下高井郡山ノ内町大字平穏７１４９,0269-34-3111,hotel,36.669092,138.5186315
H1237,軽井沢浅間プリンスホテル,長野県北佐久郡軽井沢町大字発地1399番地１号,0267-48-0001,hotel,36.2992702,138.6434571
H1239,御殿場高原ホテルＢＵ,静岡県御殿場市神山７１９番地,0550-87-1414,hotel,35.2361854,138.9274542
H1240,オ－セントホテル小樽,北海道小樽市稲穂２丁目１５番１号,0134-27-8100,hotel,43.1958937,140.9975854
H1243,アトンパレスホテル,茨城県神栖市大野原１丁目１２番１号,0299-92-4411,hotel,35.8940418,140.6516149
H1249,タ－ミナル・ア－トイン,新潟県新潟市笹口１丁目１５番１号,025-246-7111,hotel,37.9117464,139.065193
H1250,ＪＲホテルクレメント宇和島,愛媛県宇和島市錦町１０番１号,0895-23-6111,hotel,33.225841,132.5675829
H1251,松山東急ＲＥＩホテル,愛媛県松山市一番町３丁目３番地１,089-941-0109,hotel,33.8415084,132.7698434
H1254,メイプルイン幕張,千葉県千葉市花見川区幕張本郷1丁目12番1号,043-275-8111,hotel,35.6716926,140.0402957
H1256,グランドホテルニュ－王子,北海道苫小牧市表町４丁目２番１０号,0144-31-3111,hotel,42.6365272,141.6002603
H1257,ホテルクラウンパレス知立,愛知県知立市中町中１２８番地,0566-85-3939,hotel,35.007723,137.0422629
H1258,横浜ベイシェラトン ホテル＆タワ－ズ,神奈川県横浜市西区北幸１丁目３番２３号,045-411-1111,hotel,35.4667849,139.620187
H1259,ア－スライフ・イン稲毛海岸,千葉県千葉市美浜区高洲３丁目２０番４０号,043-277-9330,hotel,35.6281195,140.0748075
H1260,スカイホテル,愛媛県松山市三番町８丁目９番地１,089-947-7776,hotel,33.8385179,132.7532345
H1262,プラザイン水沢,岩手県奥州市水沢区佐倉河字後田29,0197-25-8811,hotel,39.1489975,141.1501612
H1264,プレミアホテル中島公園札幌,北海道札幌市中央区南１０条西６丁目１番２１号,011-561-1000,hotel,43.0475507,141.352143
H1266,八幡宿第一ホテル,千葉県市原市八幡１１１１番地,0436-42-3311,hotel,35.5380482,140.1189773
H1267,静岡第一ホテル,静岡県静岡市駿河区泉町１番２１号,054-281-2131,hotel,34.9693014,138.3865085
H1268,グランドニッコー淡路,兵庫県淡路市夢舞台２番地,0799-74-1111,hotel,34.5608659,135.0084884
H1269,名古屋マリオットアソシアホテル,愛知県名古屋市中村区名駅１丁目１番４号,052-584-1111,hotel,35.1704957,136.8819226
H1271,アセントプラザホテル静岡,静岡県静岡市駿河区中村町３２２番地の１,054-283-3321,hotel,34.9517195,138.3902593
H1272,ホテルアセント浜松,静岡県浜松市中区砂山町353-1,053-454-0330,hotel,34.7023366,137.7355008
H1275,ホテルリソル岐阜,岐阜県岐阜市長住町５丁目８番地,058-267-0330,hotel,35.412408,136.7555206
H1278,金沢マンテンホテル,石川県金沢市北安江１丁目６番１号,076-265-0100,hotel,36.5815916,136.6498044
H1279,スマイルホテル和歌山,和歌山県和歌山市南汀丁１８番地,0734-32-0109,hotel,34.2288205,135.1683122
H1280,ＡＮＡクラウンプラザホテルグランコート名古屋,愛知県名古屋市中区金山町１丁目１番１号,052-683-4111,hotel,35.1426991,136.8998816
H1282,ホテルグランミラージュ,富山県魚津市吉島１丁目１番２０号,0765-24-4411,hotel,36.8261275,137.4100386
H1283,宮崎・青島パ－ムビ－チホテル,宮崎県宮崎市青島１丁目１６番１号,0985-65-2929,hotel,31.8065868,131.4607876
H1284,柏プラザホテル,千葉県柏市旭町１－５－３,0471-47-1111,hotel,35.8619297,139.9695848
H1285,柏プラザホテル アネックス,千葉県柏市旭町１丁目１０番１,0471-47-1111,hotel,35.8621509,139.9691062
H1286,ホテルシティーフィールドかごはら,埼玉県熊谷市籠原南１－１２３,048-531-2626,hotel,36.172971,139.3317763
H1288,安芸グランドホテル,広島県廿日市市宮島口西１－１－１７,0829-56-0111,hotel,34.3038961,132.2965462
H1289,ホテルメリージュ,宮崎県宮崎市橘通東３丁目１番１１号,0985-26-6666,hotel,31.9137674,131.4233394
H1291,博多エクセルホテル東急,福岡県福岡市博多区中州４丁目６番７号,092-262-0109,hotel,33.5928204,130.4052916
H1293,ホテルシーズン日南,宮崎県日南市園田３丁目１１番１号,0987-22-5151,hotel,31.5905463,131.4066923
H1295,ホテルターミナルイン,新潟県新潟市笹口１丁目１４番地３,025-245-1100,hotel,37.9115318,139.0647917
H1296,ホテルアーバント静岡,静岡県静岡市葵区伝馬町１２番地の５,054-273-1717,hotel,34.9747902,138.3896967
H1297,静岡タウンホテル,静岡県静岡市葵区呉服町２丁目８番地の８,054-251-3755,hotel,34.9735386,138.3841797
H1300,岩国シティビューホテル,山口県岩国市麻里布町３丁目１番１２号,0827-22-1341,hotel,34.1718997,132.2225798
H1303,アーバンホテル三幸,千葉県千葉市中央区今井２丁目１１番８号,043-268-8611,hotel,35.5801531,140.1296599
H1304,宇和島第一ホテル,愛媛県宇和島市中央町１丁目３番９号,0895-25-0001,hotel,33.2206584,132.5686239
H1305,赤穂ロイヤルホテル,兵庫県赤穂市加里屋中洲３２５０,0791-42-1001,hotel,34.7516403,134.3948608
H1306,ビジネスホテル王倉,千葉県市原市姉崎８４６－１,0436-61-8888,hotel,35.4858451,140.0473657
H1307,成田ひがし屋ホテル,千葉県成田市東町９２番地の２,0476-22-8171,hotel,35.7810382,140.3240657
H1309,相馬ステーションホテル,福島県相馬市中村１丁目８番地の２０,0244-35-1121,hotel,37.8013143,140.925301
H1310,ホテルベルフォート日向,宮崎県日向市上町７番３号,0982-52-0001,hotel,32.4252566,131.6236889
H1311,ホテルパールシティ気仙沼,宮城県気仙沼市古町３丁目２－４２,0226-24-2511,hotel,38.90917290000001,141.5585541
H1312,ホテルサンルート松山,愛媛県松山市宮田町３９１の８,089-933-2811,hotel,33.8421494,132.7513579
H1315,水前寺コンフォートホテル,熊本県熊本市中央区出水１丁目１－１,096-372-4000,hotel,32.790659,130.7306285
H1316,マースガーデンホテル博多,福岡県福岡市博多区博多駅中央街４番１０号,092-434-1311,hotel,33.5914332,130.421984
H1317,マイホテル竜宮,静岡県静岡市葵区伝馬町１０番地の５,054-251-1315,hotel,34.9747995,138.3887425
H1318,ホテルエクレール博多,福岡県福岡市博多区須崎町１番１号,092-283-2000,hotel,33.5963194,130.4047052
H1319,ホテルモンターニュ松本,長野県松本市巾上３番２号,0263-35-6480,hotel,36.2321092,137.9629292
H1320,ホテルグリーンパーク津,三重県津市羽所町７００番地,059-213-2111,hotel,34.7348839,136.5106924
H1321,アパホテル＜宮崎駅橘通＞,宮崎県宮崎市橘通東３丁目４番４号,0985-20-5500,hotel,31.9155026,131.4234147
H1322,富ノ湖ホテル,山梨県南都留郡河口湖町浅川５５番地,0555-72-5080,hotel,35.5131963,138.7705885
H1325,ホテルマリックスラグーン,宮崎県宮崎市清水３丁目１０５,0985-38-5000,hotel,31.9192068,131.416846
H1326,サンホテル多賀城,宮城県多賀城市八幡４丁目７番５２号,022-362-3131,hotel,38.2909296,141.0126534
H1327,ビジネスホテル ルカ,群馬県前橋市天川大島町一丁目１９番地の２２,027-224-5181,hotel,36.3818288,139.0939761
H1328,市原マリンホテル,千葉県市原市五井中央西２丁目２２番地８,0436-21-5119,hotel,35.5166648,140.0861822
H1329,宮崎ライオンズホテル,宮崎県宮崎市高松町４番３９号,0985-22-6111,hotel,31.9149914,131.4189627
H1330,ホテルジャルシティ宮崎,宮崎県宮崎市橘通西４丁目２番３０号,0985-25-2580,hotel,31.9182777,131.4230706
H1331,穂高荘山のホテル,岐阜県高山市奥飛騨温泉郷神坂577-13,0578-89-2004,hotel,36.26173860000001,137.558463
H1332,アクアホテル燕三条駅前店,新潟県三条市上須頃１丁目７２,0256-36-7700,hotel,37.6470769,138.9377432
H1333,サロマ湖鶴雅リゾート,北海道北見市常呂町栄浦３０６番地の１,0152-54-2000,hotel,44.1251152,143.9709328
H1334,近江八幡ステーションホテル,滋賀県近江八幡市鷹飼町南３丁目３番地９,0748-37-3801,hotel,35.1219484,136.1051909
H1335,ホテルサン沖縄,沖縄県那覇市久茂地１丁目５番１５号,098-866-1111,hotel,26.2140936,127.6775084
H1336,ホテルマイステイズ松山,愛媛県松山市大手町１丁目１０番１０号,089-913-2580,hotel,33.839653,132.7583362
H1337,四季彩ホテル千代田館,佐賀県佐賀市高木瀬町大字東高木２１６番地１,0952-32-5115,hotel,33.2717556,130.3010725
H1338,コンフォートホテル豊川,愛知県豊川市諏訪三丁目３０１番地,0533-80-5111,hotel,34.8266859,137.3702136
H1339,バーディーホテル千葉,千葉県千葉市中央区新千葉１丁目６番５号,043-248-5551,hotel,35.612069,140.112226
H1340,ベッセルホテル福山,広島県福山市南本庄三丁目４番３７号,084-920-0101,hotel,34.4854211,133.3511867
H1341,ベッセルイン福山駅北口,広島県福山市丸之内一丁目２－１,084-991-1000,hotel,34.4904351,133.3627045
H1342,ブルーベリーロッジ,静岡県御殿場市神山７１９番地,0550-87-3700,hotel,35.2361854,138.9274542
H1344,前橋サンホテル,群馬県前橋市三河町一丁目８番３号,027-224-3900,hotel,36.3894564,139.0735234
H1345,京成ホテルミラマーレ,千葉県千葉市中央区本千葉町１５番１号,043-222-2111,hotel,35.6073545,140.1179142
H1347,日南第一ホテル,宮崎県日南市岩崎３丁目３番１３号,0987-23-9111,hotel,31.588184,131.400806
H1349,静岡ホテル時之栖,静岡県静岡市駿河区曲金６丁目１番５４号,054-285-0001,hotel,34.9787714,138.4092444
H1351,エアラインホテル,宮崎県宮崎市橘通西三丁目１０番１９号,0985-29-7070,hotel,31.916659,131.4223706
H1352,姫路グリーンホテル立町,兵庫県姫路市立町８３番地,0792-88-2000,hotel,34.83013380000001,134.6892189
H1353,ホテルシンフォニーアネックス,山形県寒河江市大字寒河江久保１１,0237-83-1222,hotel,38.3639836,140.2563492
H1354,ホテル日航新潟,新潟県新潟市中央区万代島５番１号,025-240-1888,hotel,37.9267863,139.0603306
H1360,岐阜ワシントンホテルプラザ,岐阜県岐阜市神田町７－７－４,058-266-0111,hotel,35.4139821,136.7601914
H1366,博多グリーンホテル天神,福岡県福岡市中央区大名２丁目９番１１号,092-722-3636,hotel,33.5899485,130.3933992
H1367,新潟タ－ミナルホテル,新潟市中央区花園1-6-31,025-241-7777,hotel,37.9138552,139.0636467
H1368,ザ・ウインザーホテル洞爺リゾート＆スパ,北海道虻田郡洞爺湖町清水３３６番６,0142-73-1111,hotel,42.5922188,140.7599487
H1370,アイビーホテル筑紫野,福岡県筑紫野市湯町一丁目１４番３号,092-920-2130,hotel,33.491662,130.5148481
H1371,旭岳温泉ホテルベアモンテ,北海道上川郡東川町勇駒別１４１８番地,0166-97-2321,hotel,43.6506987,142.7970107
H1372,ホテルブリスベンズ,宮崎県宮崎市千草町５－７,0985-32-8888,hotel,31.91707419999999,131.4192125
H1373,ホテルガーデンスクエア静岡,静岡県静岡市葵区紺屋町１１番地の１,054-252-6500,hotel,34.9721652,138.385579
H1374,ホテルマリックス,宮崎県宮崎市千草町１５番８号,0985-28-6161,hotel,31.9172827,131.418176
H1378,グリーンリッチホテルあそ熊本空港,熊本県菊池郡菊陽町津久礼１３２番地１,096-232-8888,hotel,32.8622106,130.8164778
H1379,ホテルルートイン 浜松駅東,静岡県浜松市中央区中央３－１０－２８,053-413-1711,hotel,34.706965,137.741055
H1381,岐阜キャッスルイン,岐阜県岐阜市県町２丁目８番地,058-262-3339,hotel,35.4126985,136.7605912
H1383,浜松ホテル,静岡県浜松市中区砂山町362-25,053-450-5555,hotel,34.7007811,137.733281
H1384,ホテル サンチェリー,山形県寒河江市本町一丁目２番２３号,0237-83-5000,hotel,38.3743023,140.2736167
H1387,橋立ベイホテル,京都府与謝郡与謝野町字岩滝68番地,0772-46-6100,hotel,35.5735586,135.1543517
H1388,くれたけインセントラル浜松,静岡県浜松市中央区田町224-25,053-454-1211,hotel,34.7084188,137.7303434
H1389,ジ・アッタテラスクラブタワーズ,沖縄県国頭郡恩納村字安冨祖１０７９番地,098-983-3333,hotel,26.4998691,127.8960882
H1390,サァラ軽井沢ホテル,長野県北佐久郡軽井沢町長倉１２７６,0267-45-5551,hotel,36.3381692,138.5779123
H1391,ビラックス高薗,静岡県浜松市浜名区高薗381番地,053-586-8886,hotel,34.7893809,137.817445
H1392,はまきたプラザホテル,静岡県浜松市浜北区貴布祢４５８番地の１,053-586-2122,hotel,34.7965356,137.7897337
H1393,東横イン新山口駅新幹線口,山口県山口市小郡黄金町7-61,083-973-1045,hotel,34.0915156,131.3964923
H1394,ベイホテル入船館,静岡県静岡市清水区袖師町1477番地の1,054-361-3000,hotel,35.0341057,138.4948322
H1395,マンダリンオリエンタル東京,東京都中央区日本橋室町2-1-1,03-3270-8800,hotel,35.686372,139.7731296
H1398,ホテルあや瀬,北海道利尻郡利尻富士町鴛泊字栄町１２２番地,0163-82-1560,hotel,45.245267,141.2209342
H1400,ホテルクエスト清水,静岡県静岡市清水区真砂町３－２７,0543-66-7101,hotel,35.0229554,138.4874108
H1402,ホテルサンシャイン青山,兵庫県揖保郡太子町山田６６６－１,079-276-1181,hotel,34.8401271,134.6218339
H1404,カントリーホテル新潟,新潟県新潟市中央区本町通6番町1140-1,025-229-3300,hotel,37.9213059,139.0469679
H1405,ホテルリッチアンドガーデン酒田,山形県酒田市若竹町１－１－１,0234-26-1111,hotel,38.9080223,139.8354222
H1406,公立共済 ホテルアバローム紀の国,和歌山県和歌山市湊通り丁２－１－２,073-436-1200,hotel,34.2278538,135.1457122
H1407,サンホテル国分,鹿児島県霧島市国分中央３－２４－３１,0995-48-8000,hotel,31.7379564,130.766116
H1408,サンホテル鳥栖,佐賀県鳥栖市京町字小原河７８１－１,0942-87-3939,hotel,33.3727159,130.519709
H1409,グランパークホテルパネックス君津,千葉県君津市東坂田２－３－３,0439-57-0311,hotel,35.3360023,139.8948022
H1410,グランパークホテルエクセル木更津,千葉県木更津市朝日１－１－４０,0438-22-4123,hotel,35.3841687,139.9281618
H1411,グランパークグループホテルかずさ,千葉県君津市中野４－９－１,0439-52-1020,hotel,35.3325783,139.8915268
H1412,グランパークホテルエクセル千葉,千葉県千葉市若葉区殿台町１２３－４,043-251-4123,hotel,35.6311888,140.125616
H1413,浦和ロイヤルパインズホテル,埼玉県さいたま市浦和区仲町２－５－１,048-827-1111,hotel,35.860673,139.6526028
H1414,アパホテル＆リゾート<妙高高原>アネックス,新潟県妙高市大字桶梅１０９０,0255-82-4111,hotel,37.02521790000001,138.2535519
H1415,ホテルトヨタキャッスル,愛知県豊田市喜多町２－１６０,0565-31-2211,hotel,35.0864767,137.1585947
H1416,利尻マリンホテル,北海道利尻郡利尻富士町鴛泊字港町８１－５,01638-2-1337,hotel,45.2444774,141.2292217
H1417,くれたけイン浜松西インター,静岡県浜松市中央区高丘北１－１－１０,053-438-1511,hotel,34.7585711,137.705441
H1418,ベッセルホテル福岡貝塚,福岡県福岡市東区箱崎７－１０－６５,092-642-0101,hotel,33.6356075,130.4238639
H1420,神戸メリケンパークオリエンタルホテル,兵庫県神戸市中央区波止場町５－６,078-325-8111,hotel,34.6809815,135.1881285
H1421,道後山の手ホテル,愛媛県松山市鷺谷町１－１３,098-998-2111,hotel,33.8531591,132.7857965
H1422,サザンシティホテル,高知県南国市明見９３３,088-863-2000,hotel,33.5663386,133.6308184
H1423,ホテルデイアモント新潟西,新潟県新潟市西区山田２５１７－２,025-230-0055,hotel,37.8812554,139.0132883
H1424,公立共済ホテルグランヴェール岐山,岐阜県岐阜市日ノ出町５－１２,058-263-7111,hotel,35.4192292,136.7536186
H1425,都リゾート奥志摩アクアフォレスト,三重県志摩市大王町船越３２３８－１,0599-73-0001,hotel,34.2827635,136.8373657
H1426,ホテルプロヴァンス,三重県志摩市阿児町神明６６０－１,0599-46-0001,hotel,34.3152169,136.8303438
H1427,ホテル玄浜松インター,静岡県浜松市東区下石田町１８６１－１,053-423-3411,hotel,34.7342069,137.788704
H1429,ホテル可以登,滋賀県高島市今津町名小路１－６,0740-22-5111,hotel,35.3992679,136.0315907
H1430,ＷＥＳＴ ＬＡＫＥ ＨＯＴＥＬ 可以登楼,滋賀県高島市安曇川町中央２－１－６,0740-32-2588,hotel,35.32805880000001,136.0188033
H1431,ホテルロイヤルガーデン木更津,千葉県木更津市大和１－８－１４,0438-22-7211,hotel,35.378587,139.9272159
H1432,旭岳万世閣ホテルディアバレー,北海道上川郡東川町勇駒別１４１８番地,0166-97-2321,hotel,43.6506987,142.7970107
H1433,ホテルアソシア新横浜,神奈川県横浜市港北区新横浜２－１００－４５,045-475-0011,hotel,35.5086887,139.6133356
H1435,三交イン桑名駅前,三重県桑名市寿町２－３１－１,0594-24-3335,hotel,35.0655218,136.6848092
H1436,ハイネスホテル久留米,福岡県久留米市天神町１－６,0942-32-7211,hotel,33.3129426,130.5221874
H1445,Royal Hotel 山中温泉河鹿荘,石川県加賀市山中温泉河鹿町ホ－１００,0761-78-5550,hotel,36.244393,136.3749818
H1450,くれたけイン御前崎,静岡県御前崎市池新田７６４４,0537-85-1211,hotel,34.63335989999999,138.1348301
H1451,オリエンタルホテル広島,広島県広島市中区田中町６－１０,082-240-7111,hotel,34.388334,132.4638993
H1456,ホテル日立プラザ,茨城県日立市幸町２－３－２５,0294-21-7111,hotel,36.5892991,140.6582804
H1459,下田東急ホテル,静岡県下田市５－１２－１,0558-22-2411,hotel,34.9117837,138.2633917
H1460,ホテル日立ヒルズ,茨城県日立市鹿島町１－１０－３,0294-26-8244,hotel,36.5946203,140.6529161
H1461,新潟パークホテル,新潟県新潟市中央区南笹口１－８－１０,025-245-5571,hotel,37.9094783,139.0659542
H1462,ホテルグランスパアベニュー,福岡県朝倉市甘木１６７７－２,0946-22-1215,hotel,33.4213242,130.6560528
H1465,ホテルクラウンヒルズ中村,高知県四万十市右山３８３－６,0880-34-2811,hotel,32.98101,132.9452478
H1466,ビジネスホテル五井ヒルズ,千葉県市原市五井中央東１－１２－９,0436-21-3767,hotel,35.5100559,140.0909971
H1471,ホテルルートイン彦根,滋賀県彦根市東沼波町１１１－３,0749-21-2551,hotel,35.2519257,136.2648426
H1472,くれたけイン焼津駅前,静岡県焼津市駅北１－２－２,054-620-0011,hotel,34.87312319999999,138.3182774
H1474,ホテルルートイン古川駅前,宮城県大崎市古川駅前大通１－４－１８,0229-22-0095,hotel,38.5718257,140.9655009
H1476,ホテルルートイン浜松西インター,静岡県浜松市中央区湖東町６０１５－１,053-414-6700,hotel,34.7668308,137.6866831
H1479,ホテルクラウンヒルズ君津,千葉県君津市東坂田４－１－１１,0439-50-3135,hotel,35.3370155,139.8940231
H1480,アルバートホテル秋田,秋田県秋田市大町４－３－２２,018-888-3333,hotel,39.7153888,140.1151951
H1481,かごしまプラザホテル天文館,鹿児島県鹿児島市山之口町７－８,099-222-3344,hotel,31.5878254,130.554569
H1483,ホテルルートイン敦賀駅前,福井県敦賀市鉄輪町１－６－２,0770-21-2232,hotel,35.6452253,136.0743468
H1485,ルートイングランティア小松エアポート,石川県小松市長崎町４－１１６－１,0761-23-7000,hotel,36.41901,136.431414
H1486,ルートイングランティア知床斜里駅前,北海道斜里郡斜里町港町１６－１０,0152-22-1700,hotel,43.9115714,144.6613363
H1487,ホテルルートイン長浜インター,滋賀県長浜市加納町字上角田８８４－１,0749-68-2030,hotel,35.3957342,136.2989288
H1489,ホテルルートイン輪島,石川県輪島市マリンタウン１－２,0768-22-7700,hotel,37.3959783,136.9051855
H1490,ホテルクラウンヒルズ勝田,茨城県ひたちなか市表町１１－６,029-354-2755,hotel,36.3909932,140.5270481
H1491,セントラルホテル武雄,佐賀県武雄市武雄町大字昭和１６－１２,0954-20-1234,hotel,33.1954639,130.0231586
H1492,セントラルホテル伊万里,佐賀県伊万里市新天町字浜ノ浦５４９－１７,0955-22-0880,hotel,33.2695483,129.8771976
H1493,グランパークホテル エクセル福島恵比寿,福島県福島市曽根田町１０－６,024-533-4166,hotel,37.7584521,140.4608974
H1494,ホテルクラウンヒルズ姫路,兵庫県姫路市東延末３－５６,0792-22-8000,hotel,34.8218697,134.6880728
H1495,福岡フローラルイン西中洲,福岡県福岡市中央区西中州５－１０,092-735-1100,hotel,33.5910085,130.4047848
H1496,メルキュールホテル横須賀,神奈川県横須賀市本町3-27,046-821-1111,hotel,35.281018,139.6625876
H1497,都城サンプラザホテル,宮崎県都城市上川東４丁目５９７５－１,0986-25-7070,hotel,31.7480058,131.0784752
H1498,ザ・ホテルシーポート,新潟県柏崎市大字青海川１３３番地１,0257-23-6294,hotel,37.3497688,138.4914778
H1499,竹泉荘 Mt.Zao Onsen Resort&Spa,宮城県刈田郡蔵王町遠刈田温泉字上ノ原88-11,0224-34-1188,hotel,38.1237149,140.5614074
H1500,都城グリーンホテル,宮崎県都城市栄町27-2-1,0986-25-6111,hotel,31.7364829,131.070704
H1501,ホテルエリアワン福山,広島県福山市三之丸町９－１２,084-922-9999,hotel,34.4883188,133.3588296
H1502,天成園,神奈川県足柄下郡箱根町湯本６８２番地,0460-83-8511,hotel,35.2288033,139.094395
H1506,アズイン福井,福井県福井市中央３丁目４－２０,0776-26-0011,hotel,36.0628614,136.2146286
H1507,新潟京浜ホテル,新潟県新潟市中央区弁天１－３－１５,025-384-8200,hotel,37.9135673,139.0585851
H1508,新潟シティホテル,新潟県新潟市中央区古町通８－１４３０,025-224-4121,hotel,37.9303474,139.0446197
H1509,沼津リバーサイドホテル,静岡県沼津市上土町１００番１,055-952-2411,hotel,35.0969201,138.8584248
H1510,くれたけイン富士山,静岡県富士市永田町１－１２４－１,0545-52-5222,hotel,35.1614191,138.6743005
H1511,志摩地中海村,三重県志摩市浜島町迫子２６１９番地１,0599-52-1226,hotel,34.3026756,136.8051383
H1512,白馬ロイヤルホテル,長野県北安曇郡白馬村北城２３１０番地,0261-72-4800,hotel,36.6946704,137.8608626
H1513,ホテルエリアワン宮崎,宮崎県宮崎市末広1-2-21,0985-22-1002,hotel,31.9113606,131.4195527
H1514,ホテルリブマックス浜松駅前,静岡県浜松市中区鍛冶町１番地２,053-455-0118,hotel,34.7027689,137.7315531
H1515,ホテル光風閣くわるび,山梨県南都留郡富士河口湖町西湖1023番地,0555-82-2922,hotel,35.5041099,138.6834924
H1516,ホテルソリッソ浜松,静岡県浜松市中区砂山町322-7,053-452-5000,hotel,34.7028576,137.7342057
H1517,ホテル クラウンヒルズ松山,愛媛県松山市宮西1-3-40,089-924-2121,hotel,33.8449936,132.7520053
H1518,ホテルイルクレド岐阜,岐阜県岐阜市神田町９丁目２３番地,058-266-8111,hotel,35.4110178,136.7585277
H1519,成田ゲートウェイホテル,千葉県成田市大山６５８－１,0476-35-5511,hotel,35.7811441,140.3492587
H1520,ザ レイクビューTOYA 乃の風リゾート,北海道虻田郡洞爺湖町洞爺湖温泉２９－１,0142-75-2600,hotel,42.5657574,140.8224272
H1521,チェリーパークホテル,山形県寒河江市大字寒河江字久保15番地の２,0237-83-1511,hotel,38.3636648,140.2582656
H1522,ネストホテル熊本,熊本県熊本市中央区辛島町４－３９,096-322-3911,hotel,32.7994725,130.7015605
H1523,プレジデントホテル博多,福岡県福岡市博多区博多駅前1丁目23番5号,092-441-8811,hotel,33.593929,130.4183097
H1524,ホテルアセントプラザ浜松,静岡県浜松市中区板屋町２－１０９,053-453-2500,hotel,34.706601,137.733827
H1526,シルクホテル,長野県飯田市錦町１－１０,0265-23-8383,hotel,35.5209709,137.8245682
H1527,三井ガーデンホテル柏の葉,千葉県柏市若柴１７８－４柏の葉キャンパス１４８街区２,04-7134-3131,hotel,35.8952891,139.952463
H1528,海辺のホテル はな,三重県志摩市磯部町渡鹿野４１４－１,0599-58-0087,hotel,34.3629856,136.8764889
H1529,ホテルスーパー泊,静岡県藤枝市田沼一丁目２４番３号,054-634-3080,hotel,34.8477818,138.2560519
H1530,ビジネスホテル 五井温泉,千葉県市原市五井５９１８－２,0436-23-2617,hotel,35.5275462,140.0873607
H1531,ホテルオーレ,静岡県藤枝市前島一丁目3番1号,054-634-0001,hotel,34.8484514,138.2526692
H1532,ネストホテル松山,愛媛県松山市二番町１－７－１,089-945-8111,hotel,33.8397088,132.7748047
H1533,ホテルイルヴィアーレ八戸,青森県八戸市大字鷹匠小路１３番地,0178-46-0001,hotel,40.5075191,141.4925567
H1534,ホテルイルヴィアーレ八戸アネックス,青森県八戸市大字六日町３１番地,0178-46-0002,hotel,40.5086334,141.4912851
H1535,コンフォートホテル浜松,静岡県浜松市中区砂山町３５３－５,053-450-6111,hotel,34.7024514,137.7359048
H1536,龍宮城スパホテル三日月 富士見亭,千葉県木更津市北浜町１番地,0438-41-8111,hotel,35.420882,139.8975969
H1537,ホテルグローバルビュー新潟,新潟県新潟市中央区弁天1丁目2番4号,025-244-5151,hotel,37.9133039,139.0597918
H1538,リードパークリゾート八丈島,東京都八丈島八丈町三根5392番地,04996-2-7701,hotel,33.1434461,139.7875778
H1539,アマン東京,東京都千代田区大手町１－５－６大手町タワー,03-5224-3333,hotel,35.6854775,139.7656705
